timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1714002333607,95,Login,200,,Linear - 50 4-49,text,true,,9118,209,4,4,95,0,0
1714002333610,122,Login,200,,Linear - 50 4-47,text,true,,9118,209,4,4,122,0,0
1714002333692,92,Home,200,,Linear - 50 4-48,text,true,,9118,209,4,4,92,0,40
1714002333683,199,List Products with different page,200,,Linear - 50 4-50,text,true,,106471,235,4,4,59,0,0
1714002333784,109,Login,200,,Linear - 50 4-48,text,true,,9118,209,4,4,109,0,0
1714002333883,101,Add Product to Cart,200,,Linear - 50 4-50,text,true,,9792,213,4,4,101,0,0
1714002333702,307,List Products,200,,Linear - 50 4-49,text,true,,123956,235,4,4,73,0,0
1714002333732,356,List Products,200,,Linear - 50 4-47,text,true,,151559,235,4,4,58,0,0
1714002333984,115,Add Product 2 to Cart,200,,Linear - 50 4-50,text,true,,9792,213,4,4,115,0,0
1714002334099,100,Logout,200,,Linear - 50 4-50,text,true,,9118,209,4,4,100,0,0
1714002333893,391,List Products,200,,Linear - 50 4-48,text,true,,151559,235,4,4,64,0,0
1714002334199,91,Home,200,,Linear - 50 4-50,text,true,,9118,209,4,4,91,0,35
1714002334010,305,Look at Product,200,,Linear - 50 4-49,text,true,,123451,223,4,4,99,0,0
1714002334089,292,Look at Product,200,,Linear - 50 4-47,text,true,,151966,223,4,4,81,0,0
1714002334290,117,Login,200,,Linear - 50 4-50,text,true,,9118,209,4,4,117,0,0
1714002334315,237,List Products with different page,200,,Linear - 50 4-49,text,true,,123024,235,4,4,76,0,0
1714002334284,332,Look at Product,200,,Linear - 50 4-48,text,true,,151694,223,4,4,99,0,0
1714002334381,243,List Products with different page,200,,Linear - 50 4-47,text,true,,146767,235,4,4,77,0,0
1714002334552,106,Add Product to Cart,200,,Linear - 50 4-49,text,true,,9792,213,5,5,105,0,0
1714002334407,275,List Products,200,,Linear - 50 4-50,text,true,,97994,235,5,5,67,0,0
1714002334625,116,Add Product to Cart,200,,Linear - 50 4-47,text,true,,9792,213,5,5,116,0,0
1714002334654,102,Home,200,,Linear - 50 4-46,text,true,,9118,209,5,5,102,0,41
1714002334658,116,Add Product 2 to Cart,200,,Linear - 50 4-49,text,true,,9792,213,5,5,116,0,0
1714002334741,108,Add Product 2 to Cart,200,,Linear - 50 4-47,text,true,,9792,213,5,5,108,0,0
1714002334756,109,Login,200,,Linear - 50 4-46,text,true,,9118,209,5,5,109,0,0
1714002334774,94,Logout,200,,Linear - 50 4-49,text,true,,9118,209,5,5,94,0,0
1714002334616,256,List Products with different page,200,,Linear - 50 4-48,text,true,,149646,235,5,5,73,0,0
1714002334849,91,Logout,200,,Linear - 50 4-47,text,true,,9118,209,5,5,91,0,0
1714002334868,80,Home,200,,Linear - 50 4-49,text,true,,9118,209,5,5,80,0,35
1714002334683,294,Look at Product,200,,Linear - 50 4-50,text,true,,104835,222,5,5,111,0,0
1714002334873,109,Add Product to Cart,200,,Linear - 50 4-48,text,true,,9792,213,5,5,109,0,0
1714002334941,91,Home,200,,Linear - 50 4-47,text,true,,9118,209,5,5,91,0,45
1714002334948,103,Login,200,,Linear - 50 4-49,text,true,,9118,209,5,5,103,0,0
1714002334982,103,Add Product 2 to Cart,200,,Linear - 50 4-48,text,true,,9792,213,5,5,101,0,0
1714002335032,117,Login,200,,Linear - 50 4-47,text,true,,9118,209,5,5,117,0,0
1714002334865,293,List Products,200,,Linear - 50 4-46,text,true,,112658,235,5,5,67,0,0
1714002334977,188,List Products with different page,200,,Linear - 50 4-50,text,true,,100232,235,5,5,62,0,0
1714002335085,97,Logout,200,,Linear - 50 4-48,text,true,,9118,209,5,5,97,0,0
1714002335182,92,Home,200,,Linear - 50 4-48,text,true,,9118,209,5,5,92,0,41
1714002335166,116,Add Product to Cart,200,,Linear - 50 4-50,text,true,,9792,213,5,5,116,0,0
1714002335051,281,List Products,200,,Linear - 50 4-49,text,true,,105228,235,5,5,57,0,0
1714002335274,98,Login,200,,Linear - 50 4-48,text,true,,9118,209,5,5,98,0,0
1714002335282,111,Add Product 2 to Cart,200,,Linear - 50 4-50,text,true,,9792,213,5,5,111,0,0
1714002335158,241,Look at Product,200,,Linear - 50 4-46,text,true,,107887,223,5,5,90,0,0
1714002335149,325,List Products,200,,Linear - 50 4-47,text,true,,105228,235,5,5,69,0,0
1714002335393,106,Logout,200,,Linear - 50 4-50,text,true,,9118,209,5,5,106,0,0
1714002335333,234,Look at Product,200,,Linear - 50 4-49,text,true,,104434,223,5,5,82,0,0
1714002335499,98,Home,200,,Linear - 50 4-50,text,true,,9118,209,5,5,98,0,47
1714002335373,258,List Products,200,,Linear - 50 4-48,text,true,,105228,235,5,5,59,0,0
1714002335399,232,List Products with different page,200,,Linear - 50 4-46,text,true,,112658,235,5,5,66,0,0
1714002335597,91,Login,200,,Linear - 50 4-50,text,true,,9118,209,5,5,91,0,0
1714002335475,232,Look at Product,200,,Linear - 50 4-47,text,true,,103410,223,5,5,65,0,0
1714002335631,84,Add Product to Cart,200,,Linear - 50 4-46,text,true,,9792,213,5,5,84,0,0
1714002335567,190,List Products with different page,200,,Linear - 50 4-49,text,true,,104167,235,5,5,56,0,0
1714002335715,99,Add Product 2 to Cart,200,,Linear - 50 4-46,text,true,,9792,213,5,5,99,0,0
1714002335758,84,Add Product to Cart,200,,Linear - 50 4-49,text,true,,9792,213,5,5,84,0,0
